probe_id	gene_symbol	entrez_id	ensembl_id
3050388	DDC	1644	ENSG00000132437
3050462	GRB10	2887	ENSG00000106070
3050609	COBL	23242	ENSG00000106078
3050821	LINC01000	402483	NA
3051182	FOXD4L5	653427	ENSG00000204779
3051211	LOC105375282	105375282	NA
3051256	GS1-278J22.2	105375283	NA
3051263	LINC01446	401337	ENSG00000205628
3051395	SEC61G	23480	ENSG00000132432
3051456	LOC105375284	105375284	NA
3051541	EGFR-AS1	100507500	ENSG00000224057
3051567	ELDR	102725541	NA
3051571	ELDR	102725541	NA
3051630	LOC729732	729732	ENSG00000283674
3051653	VOPP1	81552	ENSG00000154978
3051748	LOC650226	650226	NA
3051776	LINC01000	402483	NA
3051794	LOC101060341	101060341	NA
3051800	SEPT14	346288	ENSG00000154997
3051907	PHKG1	5260	ENSG00000164776
3051924	PHKG1	5260	ENSG00000164776
3051928	CHCHD2	51142	ENSG00000106153
3051944	LOC105375288	105375288	NA
3051967	CCNJ	54619	ENSG00000107443
3051985	PPP2R5E	5529	ENSG00000154001
3052002	LOC650226	650226	NA
3052041	LINC01061	401149	NA
3052049	LOC101930109	101930109	NA
3052080	LOC100240728	100240728	ENSG00000225488
3052105	LOC101928401	101928401	ENSG00000233288
3052217	LOC401357	401357	NA
3052226	LOC105375295	105375295	NA
3052234	LOC101928587	101928587	NA
3052247	LOC105375313	105375313	NA
3052255	SLC29A4	222962	ENSG00000164638
3052284	SLC29A4	222962	ENSG00000164638
3052336	GPCPD1	56261	ENSG00000125772
3052350	GPCPD1	56261	ENSG00000125772
3052385	GUSBP10	642006	NA
3052390	GUSBP10	642006	NA
3052552	LOC105379729	105379729	NA
3052664	LOC105379242	105379242	NA
3052897	LOC102724738	102724738	NA
3052930	LOC101929050	101929050	NA
3052932	LOC101929050	101929050	NA
3052937	LOC100287704	100287704	ENSG00000230000
3052951	TNRC18	84629	ENSG00000182095
3052955	TNRC18	84629	ENSG00000182095
3053130	LINC01005	100506050	NA
3053157	LOC105375322	105375322	NA
3053229	ZNF680	340252	ENSG00000173041
3053253	IGLON5	402665	ENSG00000142549
3053259	IGLON5	402665	ENSG00000142549
3053261	IGLON5	402665	ENSG00000142549
3053263	IGLON5	402665	ENSG00000142549
3053312	LOC441239	441239	NA
3053423	LOC105375330	105375330	NA
3053425	LOC105375330	105375330	NA
3053435	LOC441242	441242	ENSG00000272693
3053445	LOC101929360	101929360	NA
3053547	LOC441242	441242	ENSG00000272693
3053606	LOC101929322	101929322	NA
3053679	LOC441242	441242	ENSG00000272693
3053691	GUSB	2990	ENSG00000169919
3053739	LOC105375336	105375336	NA
3053827	LINC00174	285908	ENSG00000179406
3053906	TAPT1-AS1	202020	ENSG00000263327
3053914	GNA11	2767	ENSG00000088256
3053934	GS1-124K5.11	493754	NA
3054504	LOC105375341	105375341	NA
3054694	LOC105375344	105375344	NA
3054698	LOC105375345	105375345	NA
3054804	LOC100507468	100507468	NA
3055306	WBSCR17	64409	ENSG00000185274
3055464	CALN1	83698	ENSG00000183166
3055466	CALN1	83698	ENSG00000183166
3055653	TYW1B	441250	ENSG00000277149
3055763	STAG3L3	442578	NA
3055854	SPDYE8P	728524	NA
3056044	BAZ1B	9031	ENSG00000009954
3056108	BCL7B	9275	ENSG00000106635
3056131	TBL2	26608	ENSG00000106638
3056163	MLXIPL	51085	ENSG00000009950
3056211	DNAJC30	84277	ENSG00000176410
3056226	STX1A	6804	ENSG00000106089
3056264	ABHD11	83451	ENSG00000106077
3056292	CLDN3	1365	ENSG00000165215
3056320	METTL27	155368	ENSG00000165171
3056414	RFC2	5982	ENSG00000049541
3056546	LOC101926943	101926943	ENSG00000232729
3056838	RCC1L	81554	ENSG00000274523
3057073	LOC105375426	105375426	NA
3057128	PMS2P2	5380	NA
3057258	POM121	9883	ENSG00000196313
3057270	POM121C	100101267	ENSG00000272391
3057290	POM121C	100101267	ENSG00000272391
3057327	POM121C	100101267	ENSG00000272391
3057370	HIP1	3092	ENSG00000127946
3057499	HIP1	3092	ENSG00000127946
3057503	HIP1	3092	ENSG00000127946
3057505	CCL26	10344	ENSG00000006606
3057514	CCL24	6369	ENSG00000106178
3057520	TMEM120A	83862	ENSG00000189077
3057546	TMEM120A	83862	ENSG00000189077
3057550	STYXL1	51657	ENSG00000127952
3057591	RABGEF1	27342	ENSG00000154710
3057634	TAPT1-AS1	202020	ENSG00000263327
3057650	YWHAG	7532	ENSG00000170027
3057668	SSC4D	136853	ENSG00000146700
3057705	FDPSP2	619190	NA
3057713	FDPSP2	619190	NA
3057715	FDPSP2	619190	NA
3057741	FDPSP2	619190	NA
3057800	POM121	9883	ENSG00000196313
3057836	LOC105375361	105375361	NA
3057901	FAM185A	222234	ENSG00000222011
3057948	FAM185A	222234	ENSG00000222011
3057955	FGL2	10875	ENSG00000127951
3057979	GSAP	54103	ENSG00000186088
3058110	APTR	100505854	ENSG00000214293
3058156	TMEM60	85025	ENSG00000135211
3058209	MAGI2	9863	ENSG00000187391
3058697	LOC101927269	101927269	NA
3058704	GNAT3	346562	ENSG00000214415
3058759	SEMA3C	10512	ENSG00000075223
3058905	LOC100128317	100128317	ENSG00000233491
3058929	LOC100128317	100128317	ENSG00000233491
3058934	LOC100128317	100128317	ENSG00000233491
3058944	HGF	3082	ENSG00000019991
3058991	CACNA2D1	781	ENSG00000153956
3059203	LOC105375376	105375376	NA
3059205	PCLO	27445	ENSG00000186472
3059207	PCLO	27445	ENSG00000186472
3059209	PCLO	27445	ENSG00000186472
3059226	PCLO	27445	ENSG00000186472
3059258	PCLO	27445	ENSG00000186472
3059272	PCLO	27445	ENSG00000186472
3059274	PCLO	27445	ENSG00000186472
3059276	PCLO	27445	ENSG00000186472
3059278	PCLO	27445	ENSG00000186472
3059280	PCLO	27445	ENSG00000186472
3059282	PCLO	27445	ENSG00000186472
3059284	PCLO	27445	ENSG00000186472
3059286	PCLO	27445	ENSG00000186472
3059288	PCLO	27445	ENSG00000186472
3059290	PCLO	27445	ENSG00000186472
3059292	PCLO	27445	ENSG00000186472
3059335	PCLO	27445	ENSG00000186472
3059360	PCLO	27445	ENSG00000186472
3059464	SEMA3A	10371	ENSG00000075213
3059643	SNHG7	84973	ENSG00000233016
3059667	SEMA3D	223117	ENSG00000153993
3059878	LOC105375381	105375381	NA
3059942	KIAA1324L	222223	ENSG00000164659
3060022	LOC101927420	101927420	ENSG00000224046
3060051	TMEM243	79161	ENSG00000135185
3060095	TP53TG1	11257	ENSG00000182165
3060182	ABCB1	5243	ENSG00000085563
3060245	SLC25A40	55972	ENSG00000075303
3060300	SRI	6717	ENSG00000075142
3060332	STEAP4	79689	ENSG00000127954
3060450	TEX47	219557	ENSG00000164645
3060555	STEAP2-AS1	100874100	ENSG00000227646
3060917	MTERF1	7978	ENSG00000127989
3061046	KRIT1	889	ENSG00000001631
3061107	LRRD1	401387	ENSG00000240720
3061181	ERVW-1	30816	ENSG00000242950
3061191	PEX1	5189	ENSG00000127980
3061438	SAMD9	54809	ENSG00000205413
3061456	SAMD9L	219285	ENSG00000177409
3061484	HEPACAM2	253012	ENSG00000188175
3061538	CALCR	799	ENSG00000004948
3061593	RPS27	6232	ENSG00000177954
3061621	TFPI2	7980	ENSG00000105825
3061643	LOC105375402	105375402	NA
3061651	BET1	10282	ENSG00000105829
3061711	COL1A2-AS1	101927525	NA
3061780	LOC105375404	105375404	NA
3061805	SGCE	8910	ENSG00000127990
3061916	LOC105375405	105375405	NA
3061942	PON1	5444	ENSG00000005421
3061964	PON3	5446	ENSG00000105852
3061997	PON2	5445	ENSG00000105854
3062082	PDK4	5166	ENSG00000004799
3062193	SLC25A13	10165	ENSG00000004864
3062302	SEM1	7979	ENSG00000127922
3062449	SEM1	7979	ENSG00000127922
3062465	DLX6-AS1	285987	NA
3062523	DLX5	1749	ENSG00000105880
3062576	ASNS	440	ENSG00000070669
3062661	LOC729732	729732	ENSG00000283674
3062724	LOC729732	729732	ENSG00000283674
3062727	LINC00937	389634	ENSG00000226091
3062794	TECPR1	25851	ENSG00000205356
3062868	BAIAP2L1	55971	ENSG00000006453
3062953	RPS3A	6189	ENSG00000145425
3063035	TMEM130	222865	ENSG00000166448
3063083	SMURF1	57154	ENSG00000198742
3063165	KPNA7	402569	ENSG00000185467
3063236	LOC105375421	105375421	NA
3063245	PDAP1	11333	ENSG00000106244
3063337	ZNF394	84124	ENSG00000160908
3063368	FAM200A	221786	ENSG00000221909
3063396	ARF6	382	ENSG00000165527
3063532	OR2AE1	81392	ENSG00000244623
3063536	TRIM4	89122	ENSG00000146833
3063573	GJC3	349149	ENSG00000176402
3063575	GJC3	349149	ENSG00000176402
3063577	GJC3	349149	ENSG00000176402
3063589	AZGP1	563	ENSG00000160862
3063646	ZNF3	7551	ENSG00000166526
3063727	TAF6	6878	ENSG00000106290
3063795	GAL3ST4	79690	ENSG00000197093
3063807	GPC2	221914	ENSG00000213420
3063846	STAG3	10734	ENSG00000066923
3063921	PMS2P1	5379	NA
3063968	ZCWPW1	55063	ENSG00000078487
3064006	PPP1R35	221908	ENSG00000160813
3064024	C7orf61	402573	ENSG00000185955
3064039	TSC22D4	81628	ENSG00000166925
3064144	PCOLCE-AS1	100129845	ENSG00000224729
3064158	TFR2	7036	ENSG00000106327
3064204	ACTL6B	51412	ENSG00000077080
3064230	GIGYF1	64599	ENSG00000146830
3064293	EPHB4	2050	ENSG00000196411
3064340	SLC12A9-AS1	105375430	NA
3064353	UFSP1	402682	ENSG00000176125
3064361	ACHE	43	ENSG00000087085
3064388	LOC107984047	107984047	NA
3064426	LOC102724094	102724094	ENSG00000227053
3064435	TRIM56	81844	ENSG00000169871
3064462	VGF	7425	ENSG00000128564
3064482	VGF	7425	ENSG00000128564
3064484	NAT16	375607	ENSG00000167011
3064501	MOGAT3	346606	ENSG00000106384
3064541	PLOD3	8985	ENSG00000106397
3064574	CLDN15	24146	ENSG00000106404
3064591	FIS1	51024	ENSG00000214253
3064638	IFT22	64792	ENSG00000128581
3064680	LINC01007	100506527	ENSG00000233123
3064689	MYL10	93408	ENSG00000106436
3065007	ALKBH4	54784	ENSG00000160993
3065031	LOC102724229	102724229	ENSG00000105808
3065038	RASA4	10156	ENSG00000105808
3065085	RASA4	10156	ENSG00000105808
3065100	LOC340335	340335	NA
3065119	POLR2J3	548644	ENSG00000168255
3065220	POLR2J4	84820	ENSG00000214783
3065222	POLR2J4	84820	ENSG00000214783
3065224	POLR2J4	84820	ENSG00000214783
3065232	POLR2J3	548644	ENSG00000168255
3065234	POLR2J3	548644	ENSG00000168255
3065236	POLR2J3	548644	ENSG00000168255
3065238	POLR2J2	246721	NA
3065303	LOC340335	340335	NA
3065327	POLR2J4	84820	ENSG00000214783
3065329	POLR2J4	84820	ENSG00000214783
3065331	POLR2J4	84820	ENSG00000214783
3065335	SPDYE2B	100310812	ENSG00000173678
3065338	SPDYE2B	100310812	ENSG00000173678
3065349	POLR2J3	548644	ENSG00000168255
3065354	RASA4	10156	ENSG00000105808
3065363	RASA4	10156	ENSG00000105808
3065397	FAM185A	222234	ENSG00000222011
3065407	FBXL13	222235	ENSG00000161040
3065480	NAPEPLD	222236	NA
3065544	DPY19L2P2	349152	NA
3065589	DPY19L2P2	349152	NA
3065638	DNAJC2	27000	ENSG00000105821
3065684	SLC26A5	375611	ENSG00000170615
3065740	RELN	5649	ENSG00000189056
3065963	ORC5	5001	ENSG00000164815
3066178	LHFPL3-AS2	723809	ENSG00000225329
3066281	KMT2E	55904	ENSG00000005483
3066297	SRPK2	6733	ENSG00000135250
3066436	PUS7	54517	ENSG00000091127
3066589	YBX1	4904	ENSG00000065978
3066593	ATXN7L1	222255	ENSG00000146776
3066595	ATXN7L1	222255	ENSG00000146776
3066597	ATXN7L1	222255	ENSG00000146776
3066609	ATXN7L1	222255	ENSG00000146776
3066613	ATXN7L1	222255	ENSG00000146776
3066751	SYPL1	6856	ENSG00000008282
3066818	NAMPT	10135	ENSG00000105835
3066956	CCDC71L	168455	ENSG00000253276
3067080	COG5	10466	ENSG00000164597
3067231	SLC26A4-AS1	286002	ENSG00000233705
3067241	LOC101927974	101927974	NA
3067302	LAMB1	3912	ENSG00000091136
3067408	LAMB4	22798	ENSG00000091128
3067478	NRCAM	4897	ENSG00000091129
3067592	PNPLA8	50640	ENSG00000135241
3067702	C7orf66	154907	NA
3067799	EIF3IP1	442720	ENSG00000237064
3067890	IMMP2L	83943	ENSG00000184903
3068040	IMMP2L	83943	ENSG00000184903
3068097	DOCK4	9732	ENSG00000128512
3068282	DOCK4	9732	ENSG00000128512
3068322	DOCK4	9732	ENSG00000128512
3068325	DOCK4	9732	ENSG00000128512
3068327	DOCK4	9732	ENSG00000128512
3068329	DOCK4	9732	ENSG00000128512
3068339	DOCK4	9732	ENSG00000128512
3068476	TMEM168	64418	ENSG00000146802
3068517	TMEM168	64418	ENSG00000146802
3068519	BMT2	154743	ENSG00000164603
3068559	HRAT17	101928036	ENSG00000234520
3068587	GPR85	54329	ENSG00000164604
3068603	GPR85	54329	ENSG00000164604
3068605	LINC00998	401397	ENSG00000214194
3068688	PPP1R3A	5506	ENSG00000154415
3069023	LOC100506489	100506489	ENSG00000240973
3069082	TFEC	22797	ENSG00000105967
3069124	TES	26136	ENSG00000135269
3069156	LOC102724434	102724434	ENSG00000237870
3069198	LINC01510	100996266	NA
3069265	ST7-AS1	93653	ENSG00000227199
3069295	ST7-AS2	93654	ENSG00000226367
3069366	WNT2	7472	ENSG00000105989
3069399	ASZ1	136991	ENSG00000154438
3069470	CTTNBP2	83992	ENSG00000077063
3069615	LOC105375470	105375470	NA
3069617	LOC105375470	105375470	NA
3069792	LVCAT5	105375475	ENSG00000225546
3069848	LOC105375477	105375477	NA
3069955	TSPAN12	23554	ENSG00000106025
3070047	FAM3C	10447	ENSG00000196937
3070183	AASS	10157	ENSG00000008311
3070253	FEZF1	389549	ENSG00000128610
3070307	CADPS2	93664	ENSG00000081803
3070309	CADPS2	93664	ENSG00000081803
3070499	RNF133	168433	ENSG00000188050
3070507	RNF148	378925	ENSG00000235631
3070520	TAS2R16	50833	ENSG00000128519
3070543	SLC13A1	6561	ENSG00000081800
3070654	NDUFA5	4698	ENSG00000128609
3070656	NDUFA5	4698	ENSG00000128609
3070658	NDUFA5	4698	ENSG00000128609
3070690	NDUFA5	4698	ENSG00000128609
3070712	WASL	8976	ENSG00000106299
3070787	TMEM229A	730130	ENSG00000234224
3070800	LOC105375484	105375484	NA
3070830	LOC101928211	101928211	NA
3070873	GPR37	2861	ENSG00000170775
3070896	C7orf77	154872	ENSG00000275356
3070908	POT1	25913	ENSG00000128513
3070959	LOC105375486	105375486	NA
3070962	LOC105375486	105375486	NA
3070976	LOC101928254	101928254	ENSG00000219445
3071063	GRM8	2918	ENSG00000179603
3071213	ZNF800	168850	ENSG00000048405
3071304	PAX4	5078	ENSG00000106331
3071459	LRRC4	64101	ENSG00000128594
3071630	MGC27345	157247	NA
3071677	PRRT4	401399	ENSG00000224940
3071700	IMPDH1	3614	ENSG00000106348
3071745	KMT2C	58508	ENSG00000055609
3071755	METTL2B	55798	ENSG00000165055
3071860	OPN1SW	611	ENSG00000128617
3071878	KCP	375616	ENSG00000135253
3071984	FLNC	2318	ENSG00000128591
3072014	TNPO3	23534	ENSG00000064419
3072160	CDC26	246184	ENSG00000176386
3072248	LOC105375501	105375501	NA
3072276	UBE2H	7328	ENSG00000186591
3072368	ZC3HC1	51530	ENSG00000091732
3072435	TMEM209	84928	ENSG00000146842
3072508	LOC105375503	105375503	NA
3072510	LOC105375503	105375503	NA
3072527	LOC101928632	101928632	NA
3072546	CEP41	95681	ENSG00000106477
3072613	MESTIT1	317751	NA
3072615	MESTIT1	317751	NA
3072617	MESTIT1	317751	NA
3072619	MESTIT1	317751	NA
3072701	KLF14	136259	ENSG00000266265
3072703	KLF14	136259	ENSG00000266265
3072969	MKLN1-AS	100506881	ENSG00000236753
3073013	PODXL	5420	ENSG00000128567
3073095	EEF1B2	1933	NA
3073267	PLXNA4	91584	ENSG00000221866
3073532	LOC102724906	102724906	NA
3073560	LOC102724906	102724906	NA
3073597	CHCHD3	54927	ENSG00000106554
3073747	EEF1G	1937	ENSG00000254772
3074039	SLC35B4	84912	ENSG00000205060
3074089	LOC105375519	105375519	NA
3074097	LOC105375519	105375519	NA
3074101	C7orf49	78996	ENSG00000122783
3074260	WDR91	29062	ENSG00000105875
3074362	CNOT4	4850	ENSG00000080802
3074531	SLC13A4	26266	ENSG00000164707
3074577	FAM180A	389558	ENSG00000189320
3074769	LOC349160	349160	ENSG00000234352
3074857	PTN	5764	ENSG00000105894
3075136	CREB3L2	64764	ENSG00000182158
3075331	SVOPL	136306	ENSG00000157703
3075381	ATP6V0A4	50617	ENSG00000105929
3075431	KIAA1549	57670	ENSG00000122778
3075521	KIAA1549	57670	ENSG00000122778
3075531	ZC3HAV1L	92092	ENSG00000146858
3075550	ZC3HAV1L	92092	ENSG00000146858
3075554	ZC3HAV1L	92092	ENSG00000146858
3075558	ZC3HAV1L	92092	ENSG00000146858
3075560	ZC3HAV1L	92092	ENSG00000146858
3075562	ZC3HAV1L	92092	ENSG00000146858
3075566	ZC3HAV1	56829	ENSG00000105939
3075658	UBN2	254048	ENSG00000157741
3075740	KLRG2	346689	ENSG00000188883
3075742	KLRG2	346689	ENSG00000188883
3075778	HIPK2	28996	ENSG00000064393
3075881	HIPK2	28996	ENSG00000064393
3075932	PARP12	64761	ENSG00000059378
3076076	SLC37A3	84255	ENSG00000157800
3076178	MKRN1	23608	ENSG00000133606
3076235	DENND2A	27147	ENSG00000146966
3076489	MRPS33	51650	ENSG00000090263
3076598	LOC401410	401410	NA
3076719	LOC105375538	105375538	NA
3076753	KIAA1147	57189	NA
3076799	WEE2-AS1	285962	NA
3076824	PRSS37	136242	ENSG00000165076
3076868	CLEC5A	23601	ENSG00000258227
3076882	TAS2R38	5726	ENSG00000257138
3076899	MOXD2P	100289017	ENSG00000240268
3077162	LOC105375542	105375542	NA
3077168	KEL	3792	NA
3077214	OR9A2	135924	NA
3077220	TMEM139	135932	ENSG00000178826
3077244	OR6W1P	89883	NA
3077261	TMEM139	135932	ENSG00000178826
3077273	FAM131B	9715	ENSG00000159784
3077321	EPHA1	2041	ENSG00000146904
3077490	TCAF2	285966	ENSG00000170379
3077502	TCAF1	9747	ENSG00000198420
3077653	LOC102725117	102725117	ENSG00000050327
3077689	CTAGE8	100142659	ENSG00000244693
3077694	LOC102725117	102725117	ENSG00000050327
3077728	NOBOX	135935	ENSG00000106410
3077766	TPK1	27010	ENSG00000196511
3077873	TPK1	27010	ENSG00000196511
3078144	LOC101928700	101928700	ENSG00000236795
3078348	EZH2	2146	ENSG00000106462
3078435	PDIA4	9601	ENSG00000155660
3078478	ZNF786	136051	ENSG00000197362
3078493	ZNF425	155054	ENSG00000204947
3078514	ZNF425	155054	ENSG00000204947
3078516	ZNF425	155054	ENSG00000204947
3078518	ZNF425	155054	ENSG00000204947
3078520	ZNF746	155061	ENSG00000181220
3078597	ZNF777	27153	ENSG00000196453
3078774	ZNF467	168544	ENSG00000181444
3078803	ATP6V0E2-AS1	401431	ENSG00000204934
3078818	ACTR3B	57180	ENSG00000133627
3078944	ACTR3C	653857	ENSG00000106526
3079000	LOC105375560	105375560	NA
3079005	RARRES2	5919	ENSG00000106538
3079016	LOC105375563	105375563	NA
3079018	LOC105375563	105375563	NA
3079029	LOC105375564	105375564	NA
3079073	STRADB	55437	ENSG00000082146
3079103	GIMAP6	474344	ENSG00000133561
3079151	LOC105375566	105375566	NA
3079200	LOC105375567	105375567	NA
3079202	KCNH2	3757	ENSG00000055118
3079257	ATG9B	285973	ENSG00000181652
3079311	ASIC3	9311	ENSG00000213199
3079313	CDK5	1020	ENSG00000164885
3079331	SLC4A2	6522	ENSG00000164889
3079334	SLC4A2	6522	ENSG00000164889
3079336	FASTK	10922	ENSG00000164896
3079369	TMUB1	83590	ENSG00000164897
3079418	GBX1	2636	ENSG00000164900
3079438	ASB10	136371	ENSG00000146926
3079459	IQCA1L	392843	ENSG00000278685
3079461	IQCA1L	392843	ENSG00000278685
3079505	IQCA1L	392843	ENSG00000278685
3079511	IQCA1L	392843	ENSG00000278685
3079513	IQCA1L	392843	ENSG00000278685
3079517	IQCA1L	392843	ENSG00000278685
3079519	IQCA1L	392843	ENSG00000278685
3079521	IQCA1L	392843	ENSG00000278685
3079523	IQCA1L	392843	ENSG00000278685
3079525	IQCA1L	392843	ENSG00000278685
3079533	IQCA1L	392843	ENSG00000278685
3079535	IQCA1L	392843	ENSG00000278685
3079537	IQCA1L	392843	ENSG00000278685
3079545	IQCA1L	392843	ENSG00000278685
3079547	IQCA1L	392843	ENSG00000278685
3079549	IQCA1L	392843	ENSG00000278685
3079551	IQCA1L	392843	ENSG00000278685
3079553	IQCA1L	392843	ENSG00000278685
3079555	IQCA1L	392843	ENSG00000278685
3079557	IQCA1L	392843	ENSG00000278685
3079559	IQCA1L	392843	ENSG00000278685
3079561	IQCA1L	392843	ENSG00000278685
3079563	IQCA1L	392843	ENSG00000278685
3079576	SMARCD3	6604	ENSG00000082014
3079646	NUB1	51667	ENSG00000013374
3079651	WDR86	349136	ENSG00000187260
3079671	WDR86	349136	ENSG00000187260
3079722	CRYGN	155051	ENSG00000127377
3079756	RHEB	6009	ENSG00000106615
3079803	PRKAG2	51422	ENSG00000106617
3079998	LOC105375571	105375571	NA
3080283	XRCC2	7516	ENSG00000196584
3080697	LOC100134040	100134040	NA
3080834	LOC105375580	105375580	NA
3080843	PAXIP1	22976	ENSG00000157212
3080915	HTR5A-AS1	100128264	ENSG00000220575
3080969	LOC105375587	105375587	NA
3080984	LOC105375588	105375588	NA
3080986	LOC105375588	105375588	NA
3081015	LOC105375591	105375591	NA
3081072	CNPY1	285888	ENSG00000146910
3081161	LOC100506302	100506302	ENSG00000216895
3081205	SHH	6469	ENSG00000164690
3081486	LOC105375599	105375599	NA
3081501	LOC285889	285889	ENSG00000233878
3081551	LOC101927858	101927858	NA
3081613	LMBR1	64327	ENSG00000105983
3081616	LMBR1	64327	ENSG00000105983
3081618	LMBR1	64327	ENSG00000105983
3081620	LMBR1	64327	ENSG00000105983
3081624	LMBR1	64327	ENSG00000105983
3081685	LOC105375604	105375604	NA
3081707	MNX1	3110	ENSG00000130675
3081788	UBXN2B	137886	ENSG00000215114
3082148	LOC642620	642620	NA
3082181	NCAPG2	54892	ENSG00000146918
3082240	THAP5P1	285872	NA
3082244	THAP5P1	285872	NA
3082332	ESYT2	57488	ENSG00000117868
3082334	ESYT2	57488	ENSG00000117868
3082373	VIPR2	7434	ENSG00000106018
3082590	LOC286161	286161	NA
3082745	LOC105379585	105379585	NA
3082756	LOC105379586	105379586	NA
3082759	DLGAP2	9228	NA
3082824	CLN8	2055	NA
3082868	ARHGEF10	9639	NA
3082874	ARHGEF10	9639	NA
3082954	ARHGEF10	9639	NA
3082958	KBTBD11-OT1	104266957	NA
3082963	KBTBD11	9920	NA
3082990	MYOM2	9172	NA
3083089	LOC105377781	105377781	NA
3083150	LOC105377785	105377785	NA
3083161	LOC105377785	105377785	NA
3083248	LOC105377790	105377790	NA
3083396	LOC105377789	105377789	NA
3083778	MCPH1	79648	ENSG00000147316
3083915	MCPH1	79648	ENSG00000147316
3083917	MCPH1	79648	ENSG00000147316
3083919	MCPH1	79648	ENSG00000147316
3083921	MCPH1	79648	ENSG00000147316
3083936	AGPAT5	55326	ENSG00000155189
3084010	GS1-24F4.2	100652791	ENSG00000245857
3084173	LOC105377803	105377803	NA
3084347	DEFB109P1B	641517	NA
3084370	DEFB108P1	503694	NA
3084546	FAM90A1	55138	ENSG00000171847
3084559	FAM90A1	55138	ENSG00000171847
3084578	FAM90A1	55138	ENSG00000171847
3084591	FAM90A1	55138	ENSG00000171847
3084704	FAM66E	100132103	ENSG00000225725
3084731	OR7E154P	403296	NA
3084739	LOC105379756	105379756	NA
3084848	LINC00937	389634	ENSG00000226091
3084876	LOC105379222	105379222	NA
3084922	LOC105379224	105379224	NA
3084935	LOC105379224	105379224	NA
3084950	CLDN23	137075	ENSG00000253958
3085065	ERI1	90459	ENSG00000104626
3085139	LOC102724880	102724880	NA
3085145	LOC102724880	102724880	NA
3085161	LOC101929128	101929128	ENSG00000248538
3085270	TNKS	8658	ENSG00000173273
3085403	MSRA	4482	ENSG00000175806
3085579	LINCR-0001	101929191	ENSG00000253641
3085602	PRSS55	203074	ENSG00000184647
3085634	C8orf74	203076	ENSG00000171060
3085657	LOC102723313	102723313	NA
3085704	LOC101929229	101929229	NA
3085714	LOC101929248	101929248	NA
3085874	MTMR9	66036	ENSG00000104643
3085906	TDH	157739	ENSG00000154316
3085933	FAM167A-AS1	83656	ENSG00000184608
3085953	FAM167A	83648	ENSG00000154319
3085990	BLK	640	ENSG00000136573
3086044	LINC00208	83655	ENSG00000170983
3086068	LOC105379242	105379242	NA
3086074	LOC105379242	105379242	NA
3086164	LOC101929490	101929490	NA
3086167	LOC101929490	101929490	NA
3086173	SNORA99	106635531	NA
3086206	FDFT1	2222	ENSG00000079459
3086300	DEFB135	613209	ENSG00000205883
3086310	LOC105379245	105379245	NA
3086312	LOC649294	649294	NA
3086345	FAM66D	100132923	NA
3086517	LOC105379756	105379756	NA
3086597	LOC100128402	100128402	NA
3086625	LOC100131581	100131581	NA
3086627	LOC100131581	100131581	NA
3086738	LINC00681	101409254	ENSG00000255494
3086774	KIAA1456	57604	ENSG00000250305
3086807	KIAA1456	57604	ENSG00000250305
3086809	KIAA1456	57604	ENSG00000250305
3086828	KIAA1456	57604	ENSG00000250305
3086830	KIAA1456	57604	ENSG00000250305
3086887	LOC101930149	101930149	NA
3086915	C8orf48	157773	ENSG00000164743
3087167	TUSC3	7991	ENSG00000104723
3087438	MICU3	286097	ENSG00000155970
3087488	LOC105379298	105379298	NA
3087501	ZDHHC2	51201	ENSG00000104219
3087549	ZDHHC2	51201	ENSG00000104219
3087555	VPS37A	137492	ENSG00000155975
3087613	LOC102724838	102724838	NA
3087620	LOC102724838	102724838	NA
3087659	SLC7A2	6542	ENSG00000003989
3087703	PDGFRL	5157	ENSG00000104213
3087767	LOC101930275	101930275	NA
3087783	LOC101930275	101930275	NA
3087813	PCM1	5108	ENSG00000078674
3087932	LOC101929066	101929066	ENSG00000245281
3087941	LOC101929066	101929066	ENSG00000245281
3087943	LOC101929066	101929066	ENSG00000245281
3087947	NAT1	9	ENSG00000171428
3087990	NAT2	10	ENSG00000156006
3088048	NSAP11	100131275	NA
3088133	LOC105379303	105379303	NA
3088175	LOC105379301	105379301	NA
3088201	LOC105379300	105379300	NA
3088213	SH2D4A	63898	ENSG00000104611
3088405	INTS10	55174	ENSG00000104613
3088486	LPL	4023	ENSG00000175445
3088517	LOC105379311	105379311	NA
3088536	LOC105379312	105379312	NA
3088544	ATP6V1B2	526	ENSG00000147416
3088613	LZTS1-AS1	100874051	ENSG00000253733
3088638	LOC105379314	105379314	NA
3088640	LOC105379314	105379314	NA
3088722	LOC105379315	105379315	NA
3088757	LOC102467222	102467222	ENSG00000253147
3088770	LINC02153	286114	ENSG00000253199
3088835	LOC101929172	101929172	ENSG00000254334
3088871	LOC105379769	105379769	NA
3088983	XPO7	23039	ENSG00000130227
3089047	XPO7	23039	ENSG00000130227
3089088	NPM2	10361	ENSG00000158806
3089090	FGF17	8822	ENSG00000158815
3089102	DMTN	2039	ENSG00000158856
3089140	FAM160B2	64760	ENSG00000158863
3089192	SFTPC	6440	ENSG00000168484
3089215	BMP1	649	ENSG00000168487
3089285	POLR3D	661	ENSG00000168495
3089316	PIWIL2	55124	ENSG00000197181
3089360	SLC39A14	23516	ENSG00000104635
3089394	SLC39A14	23516	ENSG00000104635
3089401	PPP3CC	5533	ENSG00000120910
